"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 16 15:41:36 GMT 2023","Sun Apr 16 15:41:38 GMT 2023","2634","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","verifyPriceValues","verifyPriceValues(Pair) [4] testData=(FilterCriteria(price=[561..82], beds=null, bedrooms=null, bathrooms=null, amenities=null),[77..82])",""
"passed","Sun Apr 16 15:40:44 GMT 2023","Sun Apr 16 15:40:48 GMT 2023","3810","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","verifyToggleValuesPositiveScenario","verifyToggleValuesPositiveScenario(Pair) [1] testData=(FilterCriteria(price=[10..1000], beds=0, bedrooms=null, bathrooms=null, amenities=null),FilterCriteriaActualContent(price=null))",""
"passed","Sun Apr 16 15:41:01 GMT 2023","Sun Apr 16 15:41:05 GMT 2023","3801","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","verifyToggleValuesPositiveScenario","verifyToggleValuesPositiveScenario(Pair) [5] testData=(FilterCriteria(price=[10..1000], beds=null, bedrooms=3, bathrooms=null, amenities=null),FilterCriteriaActualContent(price=null))",""
"passed","Sun Apr 16 15:40:15 GMT 2023","Sun Apr 16 15:40:20 GMT 2023","4911","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","verifyToggleValuesNegativeScenario","verifyToggleValuesNegativeScenario(Pair) [1] testData=(FilterCriteria(price=[10..1000], beds=-14, bedrooms=null, bathrooms=null, amenities=null),-14)",""
"passed","Sun Apr 16 15:41:19 GMT 2023","Sun Apr 16 15:41:24 GMT 2023","4874","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","verifyToggleValuesPositiveScenario","verifyToggleValuesPositiveScenario(Pair) [9] testData=(FilterCriteria(price=[10..1000], beds=null, bedrooms=null, bathrooms=10, amenities=null),FilterCriteriaActualContent(price=null))",""
"passed","Sun Apr 16 15:41:25 GMT 2023","Sun Apr 16 15:41:28 GMT 2023","3232","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","verifyPriceValues","verifyPriceValues(Pair) [1] testData=(FilterCriteria(price=[1231..2!3*13], beds=null, bedrooms=null, bathrooms=null, amenities=null),[1231..2313])",""
"passed","Sun Apr 16 15:41:28 GMT 2023","Sun Apr 16 15:41:32 GMT 2023","3182","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","verifyPriceValues","verifyPriceValues(Pair) [2] testData=(FilterCriteria(price=[-7..-8], beds=null, bedrooms=null, bathrooms=null, amenities=null),[7..8])",""
"passed","Sun Apr 16 15:41:39 GMT 2023","Sun Apr 16 15:41:42 GMT 2023","3272","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","verifyPriceValues","verifyPriceValues(Pair) [5] testData=(FilterCriteria(price=[-10000000000000000000000..6], beds=null, bedrooms=null, bathrooms=null, amenities=null),[1..6])",""
"passed","Sun Apr 16 15:40:58 GMT 2023","Sun Apr 16 15:41:01 GMT 2023","2839","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","verifyToggleValuesPositiveScenario","verifyToggleValuesPositiveScenario(Pair) [4] testData=(FilterCriteria(price=[10..1000], beds=null, bedrooms=0, bathrooms=null, amenities=null),FilterCriteriaActualContent(price=null))",""
"passed","Sun Apr 16 15:41:42 GMT 2023","Sun Apr 16 15:41:45 GMT 2023","2806","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","","org.eugens21.hostaway.technical_assignment.test.filter.SearchPageFilterTest","verifyPriceNullValues","verifyPriceNullValues()",""
